X,Y,Z,Datetime,vector_magnitude
0.65625,-0.10546875,-0.33203125,2025-04-16 10:00:36.400000000,0.7429889
0.7421875,0.015625,-0.3984375,2025-04-16 10:00:36.433333504,0.84251934
0.91796875,-0.16796875,-0.4375,2025-04-16 10:00:36.466666752,1.0306728
1.1796875,0.28125,-0.66015625,2025-04-16 10:00:36.500000000,1.3807862
1.359375,0.51171875,-0.80078125,2025-04-16 10:00:36.533333248,1.6586161
1.1132812,-0.16015625,-0.71484375,2025-04-16 10:00:36.566666496,1.332684
0.72265625,-0.19140625,-0.51171875,2025-04-16 10:00:36.600000000,0.90593845
0.55078125,-0.3359375,-0.17578125,2025-04-16 10:00:36.633333504,0.6686651
0.38671875,0.2578125,-0.3359375,2025-04-16 10:00:36.666666752,0.5734742
0.16015625,0.27734375,-0.47265625,2025-04-16 10:00:36.700000000,0.5709409
0.2421875,0.0078125,-0.90234375,2025-04-16 10:00:36.733333248,0.93431264
0.58984375,0.31640625,-1.2851562,2025-04-16 10:00:36.766666752,1.4490187
0.9375,0.4453125,-0.99609375,2025-04-16 10:00:36.800000000,1.4385452
1.1523438,0.19921875,-0.9375,2025-04-16 10:00:36.833333248,1.4988297
1.2109375,0.34765625,-1.203125,2025-04-16 10:00:36.866666496,1.7420517
0.96875,0.0859375,-0.375,2025-04-16 10:00:36.900000000,1.0423468
0.78515625,-0.21875,0.078125,2025-04-16 10:00:36.933333504,0.8187951
0.80859375,0.0390625,-0.203125,2025-04-16 10:00:36.966666752,0.8346314
0.79296875,-0.30859375,-0.38671875,2025-04-16 10:00:37.000000000,0.9346555
0.8203125,-0.58984375,-0.5,2025-04-16 10:00:37.033333248,1.1273102
0.8359375,-0.27734375,-0.4453125,2025-04-16 10:00:37.066666496,0.9869216
0.98828125,0.1953125,-0.5703125,2025-04-16 10:00:37.100000000,1.1576283
1.21875,0.4375,-1.0703125,2025-04-16 10:00:37.133333504,1.6799781
0.97265625,-0.1171875,-1.2148438,2025-04-16 10:00:37.166666752,1.5606532
0.5078125,-0.20703125,-0.80078125,2025-04-16 10:00:37.200000000,0.97055966
0.4296875,0.03515625,-0.26171875,2025-04-16 10:00:37.233333248,0.5043451
0.38671875,0.48828125,-0.20703125,2025-04-16 10:00:37.266666752,0.65637785
0.3125,0.35546875,-0.29296875,2025-04-16 10:00:37.300000000,0.5566372
0.34375,-0.0234375,-0.9609375,2025-04-16 10:00:37.333333248,1.0208399
0.4921875,0.26171875,-0.9765625,2025-04-16 10:00:37.366666496,1.1244642
0.71484375,0.64453125,-0.828125,2025-04-16 10:00:37.400000000,1.2697295
0.921875,0.6796875,-1.1835938,2025-04-16 10:00:37.433333504,1.6470345
0.859375,0.46484375,-1.1640625,2025-04-16 10:00:37.466666752,1.5197521
0.63671875,-0.09765625,-0.4140625,2025-04-16 10:00:37.500000000,0.7657645
0.6484375,-0.28125,-0.23828125,2025-04-16 10:00:37.533333248,0.7458892
0.77734375,0.32421875,-0.50390625,2025-04-16 10:00:37.566666496,0.9814798
0.59375,-0.2890625,-0.37890625,2025-04-16 10:00:37.600000000,0.7613581
0.55078125,-0.5078125,-0.66796875,2025-04-16 10:00:37.633333504,1.0037011
0.671875,0.1640625,-0.3984375,2025-04-16 10:00:37.666666752,0.79817605
0.70703125,0.6875,-0.2578125,2025-04-16 10:00:37.700000000,1.0193217
0.6796875,0.75,-1.3945312,2025-04-16 10:00:37.733333248,1.7231345
0.4765625,-0.25390625,-1.3867188,2025-04-16 10:00:37.766666752,1.4881428
0.5390625,-0.13671875,-0.62109375,2025-04-16 10:00:37.800000000,0.8336893
0.97265625,0.24609375,-0.8125,2025-04-16 10:00:37.833333248,1.2910378
0.9765625,0.1796875,-1.0195312,2025-04-16 10:00:37.866666496,1.4231676
0.66796875,0.43359375,-0.9453125,2025-04-16 10:00:37.900000000,1.2360427
0.33203125,-0.0078125,-1.0117188,2025-04-16 10:00:37.933333504,1.0648383
0.328125,-0.1171875,-0.96875,2025-04-16 10:00:37.966666752,1.0295025
0.48046875,0.25,-0.87890625,2025-04-16 10:00:38.000000000,1.0323887
0.57421875,-0.01171875,-1.1875,2025-04-16 10:00:38.033333248,1.3190985
0.80078125,0.0625,-1.1015625,2025-04-16 10:00:38.066666496,1.3633037
1.0078125,0.4921875,-0.9140625,2025-04-16 10:00:38.100000000,1.4468741
0.87890625,0.19921875,-0.91015625,2025-04-16 10:00:38.133333504,1.2808391
0.7265625,0.05859375,-0.83203125,2025-04-16 10:00:38.166666752,1.1061655
0.73046875,0.20703125,-0.66796875,2025-04-16 10:00:38.200000000,1.0112511
0.66796875,0.23046875,-0.54296875,2025-04-16 10:00:38.233333248,0.89113027
0.5703125,0.125,-0.45703125,2025-04-16 10:00:38.266666752,0.7414573
0.640625,0.046875,-0.6015625,2025-04-16 10:00:38.300000000,0.8800427
0.91796875,0.08984375,-0.77734375,2025-04-16 10:00:38.333333248,1.2062346
1.3125,0.04296875,-1.0546875,2025-04-16 10:00:38.366666496,1.6843005
1.4101562,-0.03125,-1.2148438,2025-04-16 10:00:38.400000000,1.8615484
1.1328125,0.03125,-0.734375,2025-04-16 10:00:38.433333504,1.3503878
0.796875,-0.02734375,-0.3359375,2025-04-16 10:00:38.466666752,0.86522335
0.625,0.0,-0.23828125,2025-04-16 10:00:38.500000000,0.6688819
0.25,-0.0078125,-0.27734375,2025-04-16 10:00:38.533333248,0.373471
-0.10546875,0.265625,-0.58203125,2025-04-16 10:00:38.566666496,0.64841396
-0.015625,-0.21484375,-0.8203125,2025-04-16 10:00:38.600000000,0.84812415
0.43359375,-0.078125,-0.94921875,2025-04-16 10:00:38.633333504,1.0464814
1.1132812,0.22265625,-0.4140625,2025-04-16 10:00:38.666666752,1.2084779
1.5039062,0.0546875,-1.1367188,2025-04-16 10:00:38.700000000,1.8859624
1.2421875,0.8984375,-0.7890625,2025-04-16 10:00:38.733333248,1.7241924
0.8515625,0.65234375,0.55078125,2025-04-16 10:00:38.766666752,1.2058487
0.62890625,-0.28515625,0.21875,2025-04-16 10:00:38.800000000,0.724354
0.59765625,-0.17578125,-0.5078125,2025-04-16 10:00:38.833333248,0.8037198
0.8203125,-0.03515625,-0.57421875,2025-04-16 10:00:38.866666496,1.001936
1.015625,-0.625,-1.421875,2025-04-16 10:00:38.900000000,1.8557607
1.1953125,-0.32421875,-0.67578125,2025-04-16 10:00:38.933333504,1.4108757
1.3359375,0.171875,-0.71484375,2025-04-16 10:00:38.966666752,1.5248841
1.2304688,0.3515625,-1.2109375,2025-04-16 10:00:39.000000000,1.7618227
0.58203125,-0.3671875,-0.9765625,2025-04-16 10:00:39.033333248,1.1946805
0.31640625,0.1171875,-0.1640625,2025-04-16 10:00:39.066666496,0.37518308
0.30859375,0.2421875,0.12109375,2025-04-16 10:00:39.100000000,0.4105467
0.2265625,0.45703125,-0.4453125,2025-04-16 10:00:39.133333504,0.6771347
0.16015625,-0.33984375,-0.90234375,2025-04-16 10:00:39.166666752,0.97742933
0.58984375,0.08203125,-1.1445312,2025-04-16 10:00:39.200000000,1.2901925
0.99609375,0.43359375,-1.1914062,2025-04-16 10:00:39.233333248,1.6123446
1.3007812,0.3125,-1.2460938,2025-04-16 10:00:39.266666752,1.8282335
1.046875,-0.02734375,-1.5078125,2025-04-16 10:00:39.300000000,1.8358086
0.578125,-0.1015625,-0.55859375,2025-04-16 10:00:39.333333248,0.81029034
0.3828125,0.0625,0.53515625,2025-04-16 10:00:39.366666496,0.66094166
0.76171875,0.2890625,0.140625,2025-04-16 10:00:39.400000000,0.8267696
0.91796875,-0.1640625,-0.62890625,2025-04-16 10:00:39.433333504,1.1247694
0.94921875,-0.390625,-0.66015625,2025-04-16 10:00:39.466666752,1.220414
1.0078125,-0.42578125,-0.328125,2025-04-16 10:00:39.500000000,1.1422092
1.2734375,-0.0390625,-1.3671875,2025-04-16 10:00:39.533333248,1.8687885
1.2421875,-0.171875,-1.6210938,2025-04-16 10:00:39.566666496,2.049516
0.50390625,-0.19140625,-0.83203125,2025-04-16 10:00:39.600000000,0.9913798
0.25390625,-0.13671875,0.015625,2025-04-16 10:00:39.633333504,0.28879845
0.5078125,0.16015625,-0.26953125,2025-04-16 10:00:39.666666752,0.5968003
0.64453125,0.203125,-0.73828125,2025-04-16 10:00:39.700000000,1.0008694
0.6328125,-0.22265625,-1.0976562,2025-04-16 10:00:39.733333248,1.2864201
0.609375,0.015625,-0.45703125,2025-04-16 10:00:39.766666752,0.76187897
0.78125,0.08203125,-0.53125,2025-04-16 10:00:39.800000000,0.9483181
0.96875,0.265625,-0.9453125,2025-04-16 10:00:39.833333248,1.3793654
0.77734375,0.19140625,-0.75,2025-04-16 10:00:39.866666496,1.0969957
0.4921875,0.13671875,-0.359375,2025-04-16 10:00:39.900000000,0.62457263
0.71484375,0.0625,-0.35546875,2025-04-16 10:00:39.933333504,0.8007908
0.859375,-0.09765625,-0.69921875,2025-04-16 10:00:39.966666752,1.1121911
0.85546875,-0.32421875,-0.7109375,2025-04-16 10:00:40.000000000,1.1586099
0.8359375,-0.7109375,-0.703125,2025-04-16 10:00:40.033333248,1.3033067
0.8359375,-0.90234375,-0.6953125,2025-04-16 10:00:40.066666496,1.4129668
0.85546875,-0.68359375,-0.97265625,2025-04-16 10:00:40.100000000,1.4646459
1.0859375,-0.4140625,-1.1679688,2025-04-16 10:00:40.133333504,1.6476829
1.1601562,-0.30078125,-1.109375,2025-04-16 10:00:40.166666752,1.6331395
1.1992188,0.1875,-0.98828125,2025-04-16 10:00:40.200000000,1.5652417
1.1054688,0.41796875,-0.66796875,2025-04-16 10:00:40.233333248,1.3575498
0.921875,0.15625,-0.41015625,2025-04-16 10:00:40.266666752,1.0210268
0.6328125,-0.0703125,-0.38671875,2025-04-16 10:00:40.300000000,0.74494755
0.40625,0.046875,-0.375,2025-04-16 10:00:40.333333248,0.55485255
0.21484375,0.08984375,-0.16015625,2025-04-16 10:00:40.366666496,0.2826301
0.26171875,0.11328125,-0.11328125,2025-04-16 10:00:40.400000000,0.30685824
0.50390625,0.23046875,-0.3046875,2025-04-16 10:00:40.433333504,0.6323542
0.94921875,0.3203125,-0.77734375,2025-04-16 10:00:40.466666752,1.268022
1.5039062,0.6015625,-1.3125,2025-04-16 10:00:40.500000000,2.0847704
1.546875,0.30078125,-1.3046875,2025-04-16 10:00:40.533333248,2.0458498
1.2070312,-0.08984375,-0.62109375,2025-04-16 10:00:40.566666496,1.3604242
0.9921875,-0.2421875,0.18359375,2025-04-16 10:00:40.600000000,1.0376885
0.83984375,-0.09375,0.2890625,2025-04-16 10:00:40.633333504,0.89313143
0.72265625,0.0078125,0.109375,2025-04-16 10:00:40.666666752,0.7309282
0.796875,0.1015625,-0.33984375,2025-04-16 10:00:40.700000000,0.87224907
0.9765625,0.15625,-0.8125,2025-04-16 10:00:40.733333248,1.2799393
1.1757812,-0.01171875,-1.0273438,2025-04-16 10:00:40.766666752,1.5614206
1.4023438,0.25,-1.3789062,2025-04-16 10:00:40.800000000,1.9825363
1.46875,0.5703125,-1.2421875,2025-04-16 10:00:40.833333248,2.006368
1.0039062,0.34765625,-0.78125,2025-04-16 10:00:40.866666496,1.3187282
0.59765625,0.2421875,-0.33203125,2025-04-16 10:00:40.900000000,0.72532237
0.37109375,-0.07421875,0.0390625,2025-04-16 10:00:40.933333504,0.3804535
-0.03125,-0.140625,-0.03125,2025-04-16 10:00:40.966666752,0.14740595
-0.0390625,0.25390625,-0.34765625,2025-04-16 10:00:41.000000000,0.43227205
0.1875,0.0,-1.0273438,2025-04-16 10:00:41.033333248,1.0443139
0.69921875,0.21875,-1.4921875,2025-04-16 10:00:41.066666496,1.6623423
1.1992188,0.76171875,-0.9375,2025-04-16 10:00:41.100000000,1.7021302
1.4140625,0.55859375,-0.70703125,2025-04-16 10:00:41.133333504,1.6767507
1.1953125,0.13671875,-1.2421875,2025-04-16 10:00:41.166666752,1.7293044
0.828125,-0.04296875,-0.609375,2025-04-16 10:00:41.200000000,1.0290653
0.59375,-0.21484375,0.27734375,2025-04-16 10:00:41.233333248,0.6896495
0.7109375,0.58984375,0.421875,2025-04-16 10:00:41.266666752,1.0155424
0.90625,0.58984375,-0.03125,2025-04-16 10:00:41.300000000,1.0817492
0.99609375,-0.26953125,-0.61328125,2025-04-16 10:00:41.333333248,1.2004015
0.96484375,-0.16796875,-0.69921875,2025-04-16 10:00:41.366666496,1.203347
0.94140625,0.0,-0.296875,2025-04-16 10:00:41.400000000,0.98710716
1.1445312,0.53125,-0.75,2025-04-16 10:00:41.433333504,1.4678823
1.015625,0.33203125,-0.92578125,2025-04-16 10:00:41.466666752,1.4137927
0.61328125,0.15625,-0.52734375,2025-04-16 10:00:41.500000000,0.8237836
0.36328125,0.05078125,-0.16796875,2025-04-16 10:00:41.533333248,0.40344205
0.23046875,0.09375,-0.26171875,2025-04-16 10:00:41.566666496,0.36111164
0.30859375,0.51171875,-0.8828125,2025-04-16 10:00:41.600000000,1.0660414
0.24609375,0.04296875,-1.265625,2025-04-16 10:00:41.633333504,1.2900447
0.19921875,-0.1328125,-0.9296875,2025-04-16 10:00:41.666666752,0.960024
0.52734375,0.35546875,-0.36328125,2025-04-16 10:00:41.700000000,0.7324089
0.88671875,0.5859375,-1.203125,2025-04-16 10:00:41.733333248,1.6053357
0.984375,0.16796875,-1.4492188,2025-04-16 10:00:41.766666752,1.7599553
0.6484375,0.03515625,-0.76171875,2025-04-16 10:00:41.800000000,1.0009608
0.57421875,0.3046875,-0.36328125,2025-04-16 10:00:41.833333248,0.744671
0.546875,0.33203125,-0.453125,2025-04-16 10:00:41.866666496,0.7839893
0.39453125,-0.22265625,-0.65625,2025-04-16 10:00:41.900000000,0.7974301
0.3828125,-0.5703125,-0.7421875,2025-04-16 10:00:41.933333504,1.0112586
0.5390625,-0.16015625,-0.546875,2025-04-16 10:00:41.966666752,0.7844174
0.7109375,0.58984375,-0.93359375,2025-04-16 10:00:42.000000000,1.3133717
0.671875,0.33984375,-1.8242188,2025-04-16 10:00:42.033333248,1.9734954
0.5703125,-0.44921875,-1.53125,2025-04-16 10:00:42.066666496,1.6946328
0.62890625,-0.09765625,-1.0,2025-04-16 10:00:42.100000000,1.1853522
0.64453125,0.16796875,-0.80859375,2025-04-16 10:00:42.133333504,1.0475962
0.625,0.109375,-0.7578125,2025-04-16 10:00:42.166666752,0.9883662
0.44921875,0.2734375,-0.796875,2025-04-16 10:00:42.200000000,0.95476454
0.2890625,0.15625,-0.8828125,2025-04-16 10:00:42.233333248,0.9419815
0.31640625,0.109375,-0.703125,2025-04-16 10:00:42.266666752,0.7787558
0.7109375,0.5625,-0.8828125,2025-04-16 10:00:42.300000000,1.2653838
1.0507812,0.375,-0.98828125,2025-04-16 10:00:42.333333248,1.4904584
1.28125,0.0390625,-1.3671875,2025-04-16 10:00:42.366666496,1.8741208
1.2890625,0.3984375,-0.7265625,2025-04-16 10:00:42.400000000,1.5324254
1.0859375,0.50390625,-0.140625,2025-04-16 10:00:42.433333504,1.2053868
0.71484375,0.20703125,-0.02734375,2025-04-16 10:00:42.466666752,0.74472225
0.45703125,-0.25390625,0.1875,2025-04-16 10:00:42.500000000,0.55542976
0.57421875,0.27734375,-0.3046875,2025-04-16 10:00:42.533333248,0.70673984
0.78125,0.20703125,-0.28125,2025-04-16 10:00:42.566666496,0.8557541
1.21875,0.23046875,-1.3203125,2025-04-16 10:00:42.600000000,1.8115442
1.8515625,0.62109375,-1.9921875,2025-04-16 10:00:42.633333504,2.7897763
1.421875,-0.2421875,-1.6914062,2025-04-16 10:00:42.666666752,2.2228897
0.796875,-0.10546875,-0.79296875,2025-04-16 10:00:42.700000000,1.1291293
0.5078125,-0.12890625,-0.1875,2025-04-16 10:00:42.733333248,0.556459
0.43359375,-0.28515625,0.27734375,2025-04-16 10:00:42.766666752,0.5884192
0.25390625,0.1796875,0.16015625,2025-04-16 10:00:42.800000000,0.3498657
0.11328125,0.44921875,-0.36328125,2025-04-16 10:00:42.833333248,0.58873034
-0.02734375,-0.109375,-0.5078125,2025-04-16 10:00:42.866666496,0.520177
0.23828125,-0.2578125,-0.80859375,2025-04-16 10:00:42.900000000,0.8815152
1.0390625,0.91015625,-1.5117188,2025-04-16 10:00:42.933333504,2.047762
1.4140625,0.93359375,-1.3554688,2025-04-16 10:00:42.966666752,2.1699
1.2460938,0.12890625,-1.625,2025-04-16 10:00:43.000000000,2.0518265
0.890625,0.2890625,-0.9453125,2025-04-16 10:00:43.033333248,1.3305584
0.63671875,0.33203125,0.1015625,2025-04-16 10:00:43.066666496,0.7252382
0.64453125,0.16015625,0.0390625,2025-04-16 10:00:43.100000000,0.6652792
0.58984375,0.140625,-0.1875,2025-04-16 10:00:43.133333504,0.6347025
0.50390625,-0.13671875,-0.265625,2025-04-16 10:00:43.166666752,0.58580726
0.55859375,-0.33984375,-0.296875,2025-04-16 10:00:43.200000000,0.7180916
0.75,-0.23046875,-0.40234375,2025-04-16 10:00:43.233333248,0.88175756
0.9375,0.19140625,-0.48046875,2025-04-16 10:00:43.266666752,1.0706973
1.1796875,0.0,-1.140625,2025-04-16 10:00:43.300000000,1.6409411
1.2109375,-0.09765625,-1.609375,2025-04-16 10:00:43.333333248,2.016431
0.7890625,-0.12890625,-1.1210938,2025-04-16 10:00:43.366666496,1.376985
0.5,0.01953125,-0.05078125,2025-04-16 10:00:43.400000000,0.5029515
0.4921875,0.0234375,-0.09375,2025-04-16 10:00:43.433333504,0.5015844
0.4453125,0.22265625,-0.58984375,2025-04-16 10:00:43.466666752,0.77187735
0.52734375,-0.1640625,-0.97265625,2025-04-16 10:00:43.500000000,1.1185116
0.6796875,-0.15234375,-1.0898438,2025-04-16 10:00:43.533333248,1.293423
0.80078125,0.30078125,-0.8359375,2025-04-16 10:00:43.566666496,1.1960399
1.0273438,0.3125,-0.8359375,2025-04-16 10:00:43.600000000,1.360839
1.0585938,-0.21875,-1.2070312,2025-04-16 10:00:43.633333504,1.6203076
0.8046875,-0.12890625,-1.0546875,2025-04-16 10:00:43.666666752,1.3328558
0.31640625,0.0390625,-0.109375,2025-04-16 10:00:43.700000000,0.3370485
0.4609375,0.37890625,0.50390625,2025-04-16 10:00:43.733333248,0.780996
0.83203125,-0.1484375,0.015625,2025-04-16 10:00:43.766666752,0.84531283
0.88671875,-0.60546875,-0.66015625,2025-04-16 10:00:43.800000000,1.260424
0.8046875,-0.42578125,-0.62890625,2025-04-16 10:00:43.833333248,1.1064966
0.90625,0.1328125,-0.53125,2025-04-16 10:00:43.866666496,1.058846
1.15625,-0.08203125,-1.0976562,2025-04-16 10:00:43.900000000,1.5963998
0.875,-0.25,-1.1015625,2025-04-16 10:00:43.933333504,1.4288334
0.515625,0.06640625,-0.50390625,2025-04-16 10:00:43.966666752,0.7240169
0.70703125,0.17578125,-0.22265625,2025-04-16 10:00:44.000000000,0.7618189
0.796875,0.15625,-0.51171875,2025-04-16 10:00:44.033333248,0.95983326
0.75,-0.21875,-0.81640625,2025-04-16 10:00:44.066666496,1.129987
0.6953125,-0.3046875,-0.76171875,2025-04-16 10:00:44.100000000,1.0754113
0.83984375,-0.03515625,-0.53125,2025-04-16 10:00:44.133333504,0.9943842
1.0859375,-0.109375,-1.0546875,2025-04-16 10:00:44.166666752,1.5177579
0.96875,-0.03515625,-1.2617188,2025-04-16 10:00:44.200000000,1.5911149
0.70703125,0.04296875,-0.83984375,2025-04-16 10:00:44.233333248,1.0986706
0.48828125,-0.08203125,-0.55859375,2025-04-16 10:00:44.266666752,0.74644136
0.546875,0.04296875,-0.4765625,2025-04-16 10:00:44.300000000,0.726657
0.6484375,-0.17578125,-0.50390625,2025-04-16 10:00:44.333333248,0.8398165
0.77734375,-0.484375,-0.58203125,2025-04-16 10:00:44.366666496,1.0851926
1.0703125,-0.5859375,-0.640625,2025-04-16 10:00:44.400000000,1.3781481
1.203125,-0.65625,-0.91015625,2025-04-16 10:00:44.433333504,1.6451621
1.3359375,-0.33984375,-0.98828125,2025-04-16 10:00:44.466666752,1.6961493
1.2734375,-0.0703125,-0.96484375,2025-04-16 10:00:44.500000000,1.5992218
1.0546875,-0.0234375,-0.70703125,2025-04-16 10:00:44.533333248,1.2699639
0.90625,0.09765625,-0.33203125,2025-04-16 10:00:44.566666496,0.9700879
0.7578125,0.0625,-0.234375,2025-04-16 10:00:44.600000000,0.7956869
0.578125,0.1328125,-0.421875,2025-04-16 10:00:44.633333504,0.72790533
0.40234375,0.1015625,-0.46484375,2025-04-16 10:00:44.666666752,0.62311727
0.30078125,0.234375,-0.4453125,2025-04-16 10:00:44.700000000,0.58626294
0.40234375,0.46875,-0.46875,2025-04-16 10:00:44.733333248,0.775457
0.57421875,0.22265625,-0.6484375,2025-04-16 10:00:44.766666752,0.89430094
0.91015625,0.14453125,-1.0234375,2025-04-16 10:00:44.800000000,1.3772066
1.3398438,0.52734375,-1.3242188,2025-04-16 10:00:44.833333248,1.956228
1.3476562,0.54296875,-1.1171875,2025-04-16 10:00:44.866666496,1.8327849
1.0546875,0.4921875,-0.69921875,2025-04-16 10:00:44.900000000,1.3577633
0.87109375,0.37890625,-0.0546875,2025-04-16 10:00:44.933333504,0.9515067
0.87109375,0.1015625,0.25390625,2025-04-16 10:00:44.966666752,0.91301024
0.78125,-0.015625,0.16796875,2025-04-16 10:00:45.000000000,0.79925543
0.6953125,-0.20703125,-0.05078125,2025-04-16 10:00:45.033333248,0.7272552
0.73046875,-0.23828125,-0.40234375,2025-04-16 10:00:45.066666496,0.86731946
0.984375,0.21875,-0.8515625,2025-04-16 10:00:45.100000000,1.3198501
1.2460938,0.0703125,-0.8515625,2025-04-16 10:00:45.133333504,1.510911
1.3867188,0.0703125,-1.3203125,2025-04-16 10:00:45.166666752,1.9160266
1.2304688,0.29296875,-1.3125,2025-04-16 10:00:45.200000000,1.8227837
0.70703125,0.0625,-0.79296875,2025-04-16 10:00:45.233333248,1.0642363
0.31640625,0.32421875,-0.265625,2025-04-16 10:00:45.266666752,0.5251546
0.125,0.0078125,0.07421875,2025-04-16 10:00:45.300000000,0.14558317
-0.0859375,0.14453125,-0.0859375,2025-04-16 10:00:45.333333248,0.188838
0.1328125,0.62890625,-0.77734375,2025-04-16 10:00:45.366666496,1.0086751
0.29296875,-0.015625,-1.3203125,2025-04-16 10:00:45.400000000,1.3525162
0.6953125,0.14453125,-1.53125,2025-04-16 10:00:45.433333504,1.6879205
0.94921875,0.57421875,-1.2890625,2025-04-16 10:00:45.466666752,1.7007133
1.2070312,0.71875,-1.1796875,2025-04-16 10:00:45.500000000,1.834445
1.1445312,0.24609375,-1.4140625,2025-04-16 10:00:45.533333248,1.8357795
0.875,0.328125,-0.50390625,2025-04-16 10:00:45.566666496,1.0617026
0.703125,0.16796875,0.3125,2025-04-16 10:00:45.600000000,0.7875624
0.71875,0.1796875,0.09765625,2025-04-16 10:00:45.633333504,0.747279
0.65625,0.13671875,0.12109375,2025-04-16 10:00:45.666666752,0.68118995
0.6875,-0.30859375,-0.19140625,2025-04-16 10:00:45.700000000,0.7775106
0.921875,-0.41015625,-0.46484375,2025-04-16 10:00:45.733333248,1.1109282
1.1835938,-0.16015625,-0.640625,2025-04-16 10:00:45.766666752,1.3553393
1.484375,0.21875,-1.0429688,2025-04-16 10:00:45.800000000,1.8272943
1.3671875,0.234375,-1.2890625,2025-04-16 10:00:45.833333248,1.8936249
0.76953125,0.0078125,-0.83984375,2025-04-16 10:00:45.866666496,1.1391124
0.4453125,0.203125,-0.30859375,2025-04-16 10:00:45.900000000,0.5786131
0.390625,0.20703125,0.05078125,2025-04-16 10:00:45.933333504,0.44500402
0.24609375,0.6328125,-0.56640625,2025-04-16 10:00:45.966666752,0.8842114
0.14453125,0.2421875,-0.80078125,2025-04-16 10:00:46.000000000,0.8489963
0.1796875,-0.09765625,-0.9609375,2025-04-16 10:00:46.033333248,0.9824588
0.26171875,0.44140625,-0.72265625,2025-04-16 10:00:46.066666496,0.88632286
0.5078125,0.6484375,-0.53125,2025-04-16 10:00:46.100000000,0.9800874
0.953125,0.69921875,-1.0664062,2025-04-16 10:00:46.133333504,1.5920353
1.109375,0.125,-1.5390625,2025-04-16 10:00:46.166666752,1.9013288
0.96875,-0.12890625,-0.8984375,2025-04-16 10:00:46.200000000,1.3275102
0.859375,-0.0703125,-0.16015625,2025-04-16 10:00:46.233333248,0.87699443
0.828125,0.421875,-0.27734375,2025-04-16 10:00:46.266666752,0.96989125
0.640625,0.40234375,-0.1796875,2025-04-16 10:00:46.300000000,0.77754
0.31640625,-0.08203125,-0.2265625,2025-04-16 10:00:46.333333248,0.3977092
0.3125,-0.1953125,-0.390625,2025-04-16 10:00:46.366666496,0.53702056
0.56640625,0.05859375,-0.25,2025-04-16 10:00:46.400000000,0.6218917
0.8671875,0.4375,-0.81640625,2025-04-16 10:00:46.433333504,1.268834
1.0117188,0.43359375,-2.0585938,2025-04-16 10:00:46.466666752,2.334392
0.64453125,0.03515625,-1.484375,2025-04-16 10:00:46.500000000,1.6186494
0.32421875,-0.1484375,-0.51171875,2025-04-16 10:00:46.533333248,0.62370473
0.39453125,0.140625,-0.44140625,2025-04-16 10:00:46.566666496,0.608498
0.55859375,0.4375,-1.1445312,2025-04-16 10:00:46.600000000,1.3466198
0.484375,-0.03515625,-1.4335938,2025-04-16 10:00:46.633333504,1.5136203
0.25,0.046875,-1.1796875,2025-04-16 10:00:46.666666752,1.2067974
0.05859375,0.03515625,-0.71875,2025-04-16 10:00:46.700000000,0.7219908
0.19140625,-0.03125,-0.6015625,2025-04-16 10:00:46.733333248,0.6320525
0.53515625,0.1171875,-1.0859375,2025-04-16 10:00:46.766666752,1.2162999
0.890625,0.3515625,-1.2421875,2025-04-16 10:00:46.800000000,1.5683874
1.2617188,0.33203125,-1.2851562,2025-04-16 10:00:46.833333248,1.8313398
1.453125,0.3125,-1.2773438,2025-04-16 10:00:46.866666496,1.959805
1.2578125,0.31640625,-0.8359375,2025-04-16 10:00:46.900000000,1.5430479
0.90625,0.2265625,-0.5234375,2025-04-16 10:00:46.933333504,1.0707971
0.61328125,-0.125,-0.16796875,2025-04-16 10:00:46.966666752,0.6480373
0.421875,-0.31640625,-0.0703125,2025-04-16 10:00:47.000000000,0.5320106
0.54296875,0.23046875,0.0234375,2025-04-16 10:00:47.033333248,0.59032214
0.703125,0.359375,-0.17578125,2025-04-16 10:00:47.066666496,0.8089711
1.0820312,0.8203125,-0.82421875,2025-04-16 10:00:47.100000000,1.5884082
1.328125,0.7578125,-1.4960938,2025-04-16 10:00:47.133333504,2.139274
1.0078125,0.32421875,-1.1289062,2025-04-16 10:00:47.166666752,1.547654
0.5390625,0.07421875,-0.59765625,2025-04-16 10:00:47.200000000,0.8082634
0.44921875,0.10546875,-0.265625,2025-04-16 10:00:47.233333248,0.5324263
0.5390625,-0.01953125,-0.015625,2025-04-16 10:00:47.266666752,0.53964245
0.37890625,0.23046875,-0.421875,2025-04-16 10:00:47.300000000,0.6120983
0.39453125,0.59375,-0.82421875,2025-04-16 10:00:47.333333248,1.0897387
0.39453125,-0.08984375,-1.0507812,2025-04-16 10:00:47.366666496,1.1259965
0.59765625,-0.078125,-1.421875,2025-04-16 10:00:47.400000000,1.5443527
0.9921875,1.3085938,-1.5859375,2025-04-16 10:00:47.433333504,2.2829916
0.91796875,0.73828125,-1.5039062,2025-04-16 10:00:47.466666752,1.9103559
0.71484375,0.484375,-1.3710938,2025-04-16 10:00:47.500000000,1.6203452
0.515625,0.49609375,-0.58203125,2025-04-16 10:00:47.533333248,0.9223549
0.3671875,0.08203125,0.45703125,2025-04-16 10:00:47.566666496,0.59197414
0.578125,-0.01171875,0.0546875,2025-04-16 10:00:47.600000000,0.580824
